Name,Year,Type,Notable Commanders,Warships_sunk_n_total_loss_No,Warships_sunk_n_total_loss_Tons-n-GRT,Warships_Damaged_No,Warships_Damaged_Tons-n-GRT,Merchant_Ships_sunk_No,Merchant_Ships_sunk_GRT,Merchant_Ships_damaged_No,Merchant_Ships_damaged_GRT,Merchant_Ships_total_loss_No,Merchant_Ships_total_loss_GRT,Fate_Event,Fate_Date,Notes,URL,Commissioned,Patrols,Wolfpacks,Flotilla
U-964,1942,VIIC,,0,0,0,0,0,0,0,0,0,0,Sunk,16 October 1943,RAF Liberator,https://en.wikipedia.org/wiki/German_submarine_U-964,1943-02-18,1,,"{'5th U-boat Flotilla': ['18 February ', ' 30 September 1943'], '6th U-boat Flotilla': ['1 ', ' 16 October 1943']}"
U-965,1943,VIIC,,0,0,0,0,0,0,0,0,0,0,Sunk,30 March 1945,HMS Rupert & HMS Conn,https://en.wikipedia.org/wiki/German_submarine_U-965,1943-02-25,7,"{'Isegim': ['5', '27 January 1944'], 'Werewolf': ['27 January', '2 February 1944'], 'Trutz': ['23 June', '10 July 1944'], 'Schwefel': ['22', '23 September 1944'], 'Zorn': ['28 September', '1 October 1944'], 'Grimm': ['1', '2 October 1944'], 'Panther': ['24 October', '10 November 1944'], 'Stier': ['25 November', '19 December 1944']}","{'5th U-boat Flotilla': ['25 February ', ' 31 December 1943'], '11th U-boat Flotilla': ['1 January ', ' 30 September 1944'], '13th U-boat Flotilla': ['1 October 1944 ', ' 30 March 1945']}"
U-966,1943,VIIC,,0,0,0,0,0,0,0,0,0,0,Sunk,10 November 1943,RAF Wellington & US Liberator,https://en.wikipedia.org/wiki/German_submarine_U-966,1943-03-04,1,,"{'5th U-boat Flotilla': ['4 March ', ' 31 July 1943'], '9th U-boat Flotilla': ['1 August ', ' 10 November 1943']}"
U-967,1943,VIIC,Albrecht Brandi,1,"1,300",0,0,0,0,0,0,0,0,Scuttled,19 August 1944,,https://en.wikipedia.org/wiki/German_submarine_U-967,1943-03-11,3,,"{'5th U-boat Flotilla': ['11 March ', ' 30 September 1943'], '6th U-boat Flotilla': ['1 October 1943 ', ' 29 February 1944'], '29th U-boat Flotilla': ['1 March ', ' 12 July 1944']}"
U-968,1943,VIIC,Otto Westphalen,2,"2,700",0,0,2,"14,386",1,"8,129",1,"7,200",Surrendered,9 May 1945,Operation Deadlight,https://en.wikipedia.org/wiki/German_submarine_U-968,1943-03-18,7,"{'Hammer': ['17 March', '1 April 1944'], 'Dachs': ['1', '5 September 1944'], 'Zorn': ['26 September', '1 October 1944'], 'Grimm': ['1', '2 October 1944'], 'Panther': ['16 October', '10 November 1944'], 'Rasmus': ['7', '13 February 1945'], 'Hagen': ['13', '21 March 1945']}","{'5th U-boat Flotilla': ['18 March 1943 ', ' 29 February 1944'], '13th U-boat Flotilla': ['1 March 1944 ', ' 8 May 1945']}"
U-969,1943,VIIC,,0,0,0,0,0,0,0,0,2,"14,352",Sunk,6 August 1944,US Liberator,https://en.wikipedia.org/wiki/German_submarine_U-969,1943-03-24,3,"{'Siegfried': ['22', '27 October 1943'], 'Siegfried 1': ['27', '30 October 1943'], 'Körner': ['30 October', '2 November 1943'], 'Tirpitz 2': ['2', '8 November 1943'], 'Eisenhart 3': ['9', '15 November 1943'], 'Schill 2': ['17', '22 November 1943'], 'Weddigen': ['22 November', '4 December 1943']}","{'5th U-boat Flotilla': ['24 March ', ' 30 September 1943'], '7th U-boat Flotilla': ['1 October 1943 ', ' 29 February 1944'], '29th U-boat Flotilla': ['1 March ', ' 6 August 1944']}"
U-970,1943,VIIC,,0,0,0,0,0,0,0,0,0,0,Sunk,8 June 1944,RAF Sunderland,https://en.wikipedia.org/wiki/German_submarine_U-970,1943-03-25,2,,"{'5th U-boat Flotilla': ['25 March 1943 ', ' 29 February 1944'], '3rd U-boat Flotilla': ['1 March ', ' 8 June 1944']}"
U-971,1943,VIIC,,0,0,0,0,0,0,0,0,0,0,Sunk,24 June 1944,"HMS Eskimo, HMCS Haida & Czech Liberator",https://en.wikipedia.org/wiki/German_submarine_U-971,1943-04-01,1,,"{'5th U-boat Flotilla': ['1 April 1943 ', ' 31 May 1944'], '3rd U-boat Flotilla': ['1 ', ' 24 June 1944']}"
U-972,1943,VIIC,,0,0,0,0,0,0,0,0,0,0,Missing,15 December 1943,,https://en.wikipedia.org/wiki/German_submarine_U-972,1943-04-08,1,"{'Coronel': ['15', '17 December 1943'], 'Sylt': ['18', '23 December 1943'], 'Rügen 1': ['23', '28 December 1943'], 'Rügen 2': ['28 December 1943', '1 January 1944']}","{'5th U-boat Flotilla': ['8 April ', ' 30 November 1943'], '6th U-boat Flotilla': ['1 ', ' 15 December 1943']}"
U-973,1943,VIIC,,0,0,0,0,0,0,0,0,0,0,Sunk,6 March 1944,RN Swordfish,https://en.wikipedia.org/wiki/German_submarine_U-973,1943-04-15,2,,"{'5th U-boat Flotilla': ['15 April 1943 ', ' 6 March 1944']}"
U-974,1943,VIIC,,0,0,0,0,0,0,0,0,0,0,Sunk,19 April 1944,Norwegian sub HNoMS Ula,https://en.wikipedia.org/wiki/German_submarine_U-974,1943-04-22,1,,"{'5th U-boat Flotilla': ['22 April ', ' 31 October 1943'], '7th U-boat Flotilla': ['1 November 1943 ', ' 19 April 1944']}"
U-975,1943,VIIC,,0,0,0,0,0,0,0,0,0,0,Surrendered,9 May 1945,Operation Deadlight,https://en.wikipedia.org/wiki/German_submarine_U-975,1943-04-29,1,,"{'5th U-boat Flotilla': ['29 April 1943 ', ' 1 January 1944'], '3rd U-boat Flotilla': ['1 January ', ' 1 July 1944'], '23rd U-boat Flotilla': ['1 July 1944 ', ' 28 February 1945'], '31st U-boat Flotilla': ['1 March ', ' 8 May 1945']}"
U-976,1943,VIIC,,0,0,0,0,0,0,0,0,0,0,Sunk,25 March 1944,RAF Mosquito,https://en.wikipedia.org/wiki/German_submarine_U-976,1943-05-05,2,"{'Coronel 1': ['14', '17 December 1943'], 'Amrum': ['18', '23 December 1943'], 'Rügen 4': ['23', '28 December 1943'], 'Rügen 6': ['28 December 1943', '2 January 1944'], 'Rügen 5': ['2', '7 January 1944'], 'Rügen': ['7', '26 January 1944']}","{'5th U-boat Flotilla': ['5 May ', ' 31 October 1943'], '7th U-boat Flotilla': ['1 November 1943 ', ' 25 March 1944']}"
U-977,1943,VIIC,,0,0,0,0,0,0,0,0,0,0,Surrendered,17 August 1945,"Mar del Plata, Argentina",https://en.wikipedia.org/wiki/German_submarine_U-977,1943-05-06,1,,"{'5th U-boat Flotilla': ['6 May ', ' 30 September 1943'], '21st U-boat Flotilla': ['1 October 1943', ' 28 February 1945'], '31st U-boat Flotilla': ['1 March ', ' 8 May 1945']}"
U-978,1943,VIIC,Günther Pulst,0,0,0,0,0,0,0,0,1,"7,176",Surrendered,9 May 1945,Operation Deadlight,https://en.wikipedia.org/wiki/German_submarine_U-978,1943-05-12,2,,"{'5th U-boat Flotilla': ['12 May 1943 ', ' 31 July 1944'], '3rd U-boat Flotilla': ['1 August ', ' 4 September 1944'], '11th U-boat Flotilla': ['5 September 1944 ', ' 8 May 1945']}"
U-979,1943,VIIC,,1,348,1,"5,969",0,0,1,"6,386",0,0,Scuttled,24 May 1945,,https://en.wikipedia.org/wiki/German_submarine_U-979,1943-05-20,3,"{'Busch, Rainer; Röll, Hans-Joachim': ['1999'], 'Gröner, Erich; Jung, Dieter; Maass, Martin': ['1991'], 'Sharpe, Peter': ['1998']}","{'5th U-boat Flotilla': ['20 May 1943 ', ' 31 July 1944'], '9th U-boat Flotilla': ['1 August ', ' 14 October 1944'], '11th U-boat Flotilla': ['15 October 1944 ', ' 24 May 1945']}"
U-980,1943,VIIC,,0,0,0,0,0,0,0,0,0,0,Sunk,11 June 1944,RCAF Catalina,https://en.wikipedia.org/wiki/German_submarine_U-980,1943-05-27,1,,"{'5th U-boat Flotilla': ['27 May 1943 ', ' 31 May 1944'], '7th U-boat Flotilla': ['1 ', ' 11 June 1944']}"
U-981,1943,VIIC,,0,0,0,0,0,0,0,0,0,0,Sunk,12 August 1944,RAF Halifax,https://en.wikipedia.org/wiki/German_submarine_U-981,1943-06-03,3,"{'Coronel 1': ['14', '17 December 1943'], 'Sylt': ['18', '23 December 1943'], 'Rügen 1': ['23', '28 December 1943'], 'Rügen 2': ['28 December 1943', '7 January 1944'], 'Rügen': ['7', '26 January 1944']}","{'5th U-boat Flotilla': ['3 June ', ' 30 November 1943'], '6th U-boat Flotilla': ['1 December 1943 ', ' 12 August 1944']}"
U-982,1943,VIIC,,0,0,0,0,0,0,0,0,0,0,Sunk,9 April 1945,Air raid,https://en.wikipedia.org/wiki/German_submarine_U-982,1943-06-10,1,,"{'5th U-boat Flotilla': ['10 June 1943 ', ' 31 January 1944'], '6th U-boat Flotilla': ['1 February ', ' 1 July 1944'], '24th U-boat Flotilla': ['1 July 1944 ', ' 28 February 1945'], '31st U-boat Flotilla': ['1 March ', ' 9 April 1945']}"
U-983,1943,VIIC,,0,0,0,0,0,0,0,0,0,0,Sunk,8 September 1943,Collision with U-988,https://en.wikipedia.org/wiki/German_submarine_U-983,1943-06-16,0,,"{'5th U-boat Flotilla': ['16 June ', ' 8 September 1943']}"
U-984,1943,VIIC,Heinz Sieder,1,"1,300",0,0,0,0,1,"7,240",3,"21,550",Sunk,On or about 2 August 1944,,https://en.wikipedia.org/wiki/German_submarine_U-984,1943-06-17,5,"{'Rügen': ['14', '26 January 1944'], 'Stürmer': ['26 January', '3 February 1944'], 'Igel 1': ['3', '17 February 1944'], 'Dragoner': ['22', '27 May 1944']}","{'5th U-boat Flotilla': ['17 June 1943 ', ' 31 July 1944'], '9th U-boat Flotilla': ['1 ', ' 2 August 1944']}"
U-985,1943,VIIC,,0,0,0,0,1,"1,735",0,0,0,0,Stricken,15 November 1944,Struck a mine,https://en.wikipedia.org/wiki/German_submarine_U-985,1943-06-24,3,"{'Stürmer': ['26 January', '3 February 1944'], 'Igel 1': ['3', '17 February 1944'], 'Hai 1': ['17', '22 February 1944'], 'Preussen': ['22 February', '10 March 1944']}","{'5th U-boat Flotilla': ['24 June ', ' 31 December 1943'], '7th U-boat Flotilla': ['1 January ', ' 15 November 1944']}"
U-986,1943,VIIC,,0,0,0,0,0,0,0,0,0,0,Missing,10 April 1944,,https://en.wikipedia.org/wiki/German_submarine_U-986,1943-07-01,1,"{'Preussen': ['2', '22 March 1944']}","{'5th U-boat Flotilla': ['1 July 1943 ', ' 29 February 1944'], '6th U-boat Flotilla': ['1 March ', ' 10 April 1944']}"
U-987,1943,VIIC,,0,0,0,0,0,0,0,0,0,0,Sunk,15 June 1944,British sub HMS Satyr,https://en.wikipedia.org/wiki/German_submarine_U-987,1943-07-08,1,"{'Trutz': ['2', '15 June 1944']}","{'5th U-boat Flotilla': ['8 July 1943 ', ' 29 February 1944'], '1st U-boat Flotilla': ['1 March ', ' 31 May 1944'], '11th U-boat Flotilla': ['1 ', ' 15 June 1944']}"
U-988,1943,VIIC,,0,0,0,0,0,0,0,0,0,0,Sunk,22 June 1944,US Liberator,https://en.wikipedia.org/wiki/German_submarine_U-988,1943-07-15,1,"{'Busch, Rainer; Röll, Hans-Joachim': ['1999'], 'Gröner, Erich; Jung, Dieter; Maass, Martin': ['1991'], 'Kemp, Paul': ['1997'], 'Sharpe, Peter': ['1998']}","{'5th U-boat Flotilla': ['15 July 1943 ', ' 31 May 1944'], '7th U-boat Flotilla': ['1 ', ' 22 June 1944']}"
U-989,1943,VIIC,,0,0,0,0,1,"1,791",1,"7,176",0,0,Sunk,14 February 1945,"HMS Bayntun, HMS Braithwaite, HMS Loch Eck and HMS Loch Dunvegan",https://en.wikipedia.org/wiki/German_submarine_U-989,1943-07-22,5,"{'Stürmer': ['26 January', '3 February 1944'], 'Igel 1': ['3', '17 February 1944'], 'Hai 1': ['17', '22 February 1944']}","{'5th U-boat Flotilla': ['22 July 1943 ', ' 31 January 1944'], '9th U-boat Flotilla': ['1 February ', ' 30 September 1944'], '33rd U-boat Flotilla': ['1 October 1944 ', ' 14 February 1945']}"
U-990,1943,VIIC,,1,"1,920",0,0,0,0,0,0,0,0,Sunk,25 May 1944,RAF Liberator,https://en.wikipedia.org/wiki/German_submarine_U-990,1943-07-28,4,"{'Werwolf': ['28 January', '27 February 1944'], 'Orkan': ['5', '10 March 1944'], 'Hammer': ['10', '26 March 1944'], 'Blitz': ['2', '4 April 1944']}","{'5th U-boat Flotilla': ['28 July ', ' 31 December 1943'], '11th U-boat Flotilla': ['1 January ', ' 25 May 1944']}"
U-991,1943,VIIC,,0,0,0,0,0,0,0,0,0,0,Surrendered,9 May 1945,Operation Deadlight,https://en.wikipedia.org/wiki/German_submarine_U-991,1943-07-29,1,,"{'5th U-boat Flotilla': ['29 July 1943 ', ' 31 August 1944'], '11th U-boat Flotilla': ['1 September 1944 ', ' 8 May 1945']}"
U-992,1943,VIIC,,1,"1,060",0,0,0,0,0,0,0,0,Surrendered,9 May 1945,Operation Deadlight,https://en.wikipedia.org/wiki/German_submarine_U-992,1943-08-02,8,"{'Trutz': ['1 June', '10 July 1944'], 'Dachs': ['1', '5 September 1944'], 'Zorn': ['28 September', '1 October 1944'], 'Grimm': ['1', '2 October 1944'], 'Panther': ['20 October', '9 November 1944'], 'Stier': ['5', '7 December 1944'], 'Hagen': ['17', '21 March 1945']}","{'5th U-boat Flotilla': ['2 August 1943 ', ' 29 February 1944'], '3rd U-boat Flotilla': ['1 March ', ' 31 May 1944'], '11th U-boat Flotilla': ['1 June ', ' 30 September 1944'], '13th U-boat Flotilla': ['1 October 1944 ', ' 8 May 1945']}"
U-993,1943,VIIC,,0,0,0,0,0,0,0,0,0,0,Sunk,4 October 1944,Air raid,https://en.wikipedia.org/wiki/German_submarine_U-993,1943-08-19,3,,"{'5th U-boat Flotilla': ['19 August 1943 ', ' 29 February 1944'], '3rd U-boat Flotilla': ['1 March ', ' 4 October 1944']}"
U-994,1943,VIIC,,0,0,0,0,0,0,0,0,0,0,Surrendered,9 May 1945,Operation Deadlight,https://en.wikipedia.org/wiki/German_submarine_U-994,1943-09-02,1,,"{'5th U-boat Flotilla': ['6 ', ' 31 July 1944'], '7th U-boat Flotilla': ['1 June ', ' 5 July 1944'], '11th U-boat Flotilla': ['1 August ', ' 4 November 1944'], '13th U-boat Flotilla': ['5 November 1944 ', ' 8 May 1945']}"
U-995,1943,VIIC/41,Hans-Georg Hess,2,738,0,0,3,"1,560",0,0,1,"7,176",Surrendered,9 May 1945,"Renamed HNoMS Kaura (Royal Norwegian Navy), then museum ship",https://en.wikipedia.org/wiki/German_submarine_U-995,1943-09-16,9,"{'Dachs': ['1', '5 September 1944'], 'Zorn': ['26 September', '1 October 1944'], 'Panther': ['16 October', '10 November 1944'], 'Stier': ['11 December 1944', '6 January 1945'], 'Hagen': ['17', '21 March 1945']}","{'5th U-boat Flotilla': ['16 September 1943 ', ' 31 May 1944'], '13th U-boat Flotilla': ['1 June 1944 ', ' 28 February 1945'], '14th U-boat Flotilla': ['1 March ', ' 8 May 1945']}"
U-997,1943,VIIC/41,Hans Lehmann,1,105,0,0,1,"1,603",1,"4,287",0,0,Surrendered,9 May 1945,Operation Deadlight,https://en.wikipedia.org/wiki/German_submarine_U-997,1943-09-23,7,"{'Grimm': ['13 September', '1 October 1944'], 'Trutz': ['17 August', '1 September 1944'], 'Regenschirm': ['14', '16 October 1944'], 'Panther': ['16 October', '8 November 1944'], 'Stier': ['21 November', '25 December 1944'], 'Hagen': ['15', '21 March 1945']}","{'5th U-boat Flotilla': ['23 September 1943 ', ' 30 April 1944'], '9th U-boat Flotilla': ['1 ', ' 31 May 1944'], '13th U-boat Flotilla': ['1 June 1944 ', ' 1 March 1945'], '14th U-boat Flotilla': ['1 March ', ' 8 May 1945']}"
U-998,1943,VIIC/41,,0,0,0,0,0,0,0,0,0,0,Scrapped,1944,Depth charge damage,https://en.wikipedia.org/wiki/German_submarine_U-998,1943-10-07,1,,"{'5th U-boat Flotilla': ['7 October 1943 ', ' 27 June 1944']}"
U-999,1943,VIIC/41,,0,0,0,0,0,0,0,0,0,0,Scuttled,5 May 1945,,https://en.wikipedia.org/wiki/German_submarine_U-999,1943-10-21,1,,"{'5th U-boat Flotilla': ['21 October 1943 ', ' 31 May 1944'], '6th U-boat Flotilla': ['1 ', ' 30 June 1944'], '24th U-boat Flotilla': ['1 July 1944 ', ' 28 February 1945'], '31st U-boat Flotilla': ['1 March ', ' 5 May 1945']}"
U-1000,1943,VIIC/41,,0,0,0,0,0,0,0,0,0,0,Scrapped,1945,Mine damage,https://en.wikipedia.org/wiki/German_submarine_U-1000,1943-11-04,1,,"{'31st U-boat Flotilla': ['4 November 1943 ', ' 31 July 1944'], '8th U-boat Flotilla': ['1 August ', ' 29 September 1944']}"
U-1001,1943,VIIC/41,,0,0,0,0,0,0,0,0,0,0,Sunk,8 April 1945,HMS Fitzroy and HMS Byron,https://en.wikipedia.org/wiki/German_submarine_U-1001,1943-11-18,6,,"{'31st U-boat Flotilla': ['18 November 1943 ', ' 31 July 1944'], '8th U-boat Flotilla': ['1 August 1944 ', ' 15 February 1945'], '5th U-boat Flotilla': ['16 February ', ' 8 April 1945']}"
U-1002,1943,VIIC/41,,0,0,0,0,0,0,0,0,0,0,Surrendered,9 May 1945,Operation Deadlight,https://en.wikipedia.org/wiki/German_submarine_U-1002,1943-11-30,1,,"{'31st U-boat Flotilla': ['30 November 1943 ', ' 28 February 1945'], '11th U-boat Flotilla': ['1 March ', ' 8 May 1945']}"
U-1003,1943,VIIC/41,,0,0,0,0,0,0,0,0,0,0,Scuttled,23 March 1945,HMCS New Glasgow,https://en.wikipedia.org/wiki/German_submarine_U-1003,1943-12-09,2,,"{'31st U-boat Flotilla': ['9 December 1943 ', ' 31 August 1944'], '11th U-boat Flotilla': ['1 September 1944 ', ' 23 March 1945']}"
U-1004,1943,VIIC/41,,1,980,0,0,1,"1,313",0,0,0,0,Surrendered,9 May 1945,Operation Deadlight,https://en.wikipedia.org/wiki/German_submarine_U-1004,1943-12-16,2,,"{'31st U-boat Flotilla': ['16 December 1943 ', ' 31 July 1944'], '7th U-boat Flotilla': ['1 August ', ' 31 October 1944'], '11th U-boat Flotilla': ['1 November 1944 ', ' 8 May 1945']}"
U-1005,1943,VIIC/41,,0,0,0,0,0,0,0,0,0,0,Surrendered,14 May 1945,Operation Deadlight,https://en.wikipedia.org/wiki/German_submarine_U-1005,1943-12-30,2,,"{'31st U-boat Flotilla': ['30 December 1943 ', ' 31 January 1945'], '11th U-boat Flotilla': ['1 February ', ' 8 May 1945']}"
U-1006,1943,VIIC/41,,0,0,0,0,0,0,0,0,0,0,Sunk,16 October 1944,HMCS Annan,https://en.wikipedia.org/wiki/German_submarine_U-1006,1944-01-11,1,,"{'31st U-boat Flotilla': ['11 January ', ' 31 August 1944'], '11th U-boat Flotilla': ['1 September ', ' 16 October 1944']}"
U-1007,1943,VIIC/41,,0,0,0,0,0,0,0,0,0,0,Scuttled,2 May 1945,RAF Typhoon,https://en.wikipedia.org/wiki/German_submarine_U-1007,1944-01-18,1,,"{'31st U-boat Flotilla': ['1 March ', ' 2 May 1945'], '1st U-boat Flotilla': ['1 June ', ' 31 July 1944'], '24th U-boat Flotilla': ['1 August 1944 ', ' 28 February 1945']}"
U-1008,1943,VIIC/41,,0,0,0,0,0,0,0,0,0,0,Scuttled,6 May 1945,RAF Liberator,https://en.wikipedia.org/wiki/German_submarine_U-1008,1944-02-01,0,,"{'31st U-boat Flotilla': ['1 February ', ' 31 October 1944'], '24th U-boat Flotilla': ['1 November 1944 ', ' 31 January 1945'], '18th U-boat Flotilla': ['1 ', ' 28 February 1945'], '5th U-boat Flotilla': ['1 March ', ' 6 May 1945']}"
U-1009,1944,VIIC/41,,0,0,0,0,0,0,0,0,0,0,Surrendered,10 May 1945,Operation Deadlight,https://en.wikipedia.org/wiki/German_submarine_U-1009,1944-02-10,2,,"{'31st U-boat Flotilla': ['10 February ', ' 31 October 1944'], '11th U-boat Flotilla': ['1 November 1944 ', ' 8 May 1945']}"
U-1010,1944,VIIC/41,,0,0,0,0,0,0,0,0,0,0,Surrendered,14 May 1945,Operation Deadlight,https://en.wikipedia.org/wiki/German_submarine_U-1010,1944-02-22,1,,"{'31st U-boat Flotilla': ['22 February 1944 ', ' 1 April 1945'], '11th U-boat Flotilla': ['1 April ', ' 8 May 1945']}"
U-1013,1944,VIIC/41,,0,0,0,0,0,0,0,0,0,0,Sunk,17 March 1944,Collision with U-286,https://en.wikipedia.org/wiki/German_submarine_U-1013,1944-03-02,0,,"{'31st U-boat Flotilla': ['2 ', ' 17 March 1944']}"
U-1014,1944,VIIC/41,,0,0,0,0,0,0,0,0,0,0,Sunk,4 February 1945,"HMS Loch Scavaig, HMS Nyasaland, HMS Papua & HMS Loch Shin",https://en.wikipedia.org/wiki/German_submarine_U-1014,1944-03-14,1,,"{'31st U-boat Flotilla': ['14 March ', ' 31 December 1944'], '11th U-boat Flotilla': ['1 January ', ' 4 February 1945']}"
U-1015,1944,VIIC/41,,0,0,0,0,0,0,0,0,0,0,Sunk,19 May 1944,Collision with U-1014,https://en.wikipedia.org/wiki/German_submarine_U-1015,1944-03-23,0,,"{'31st U-boat Flotilla': ['23 March ', ' 19 May 1944']}"
U-1016,1944,VIIC/41,,0,0,0,0,0,0,0,0,0,0,Scuttled,5 May 1945,,https://en.wikipedia.org/wiki/German_submarine_U-1016,1944-04-04,0,,"{'31st U-boat Flotilla': ['4 April 1944 ', ' 5 May 1945']}"
U-1017,1944,VIIC/41,,0,0,0,0,2,"10,604",0,0,0,0,Sunk,29 April 1945,RAF Liberator,https://en.wikipedia.org/wiki/German_submarine_U-1017,1944-04-13,2,,"{'31st U-boat Flotilla': ['13 April ', ' 31 October 1944'], '11th U-boat Flotilla': ['1 November 1944 ', ' 29 April 1945']}"
U-1018,1944,VIIC/41,,0,0,0,0,1,"1,317",0,0,0,0,Sunk,27 February 1945,HMS Loch Fada,https://en.wikipedia.org/wiki/German_submarine_U-1018,1944-04-24,1,,"{'31st U-boat Flotilla': ['24 April ', ' 30 November 1944'], '11th U-boat Flotilla': ['1 December 1944 ', ' 27 February 1945']}"
U-1019,1944,VIIC/41,,0,0,0,0,0,0,0,0,0,0,Surrendered,9 May 1945,Operation Deadlight,https://en.wikipedia.org/wiki/German_submarine_U-1019,1944-05-04,1,,"{'31st U-boat Flotilla': ['4 May ', ' 30 November 1944'], '11th U-boat Flotilla': ['1 December 1944 ', ' 8 May 1945']}"
U-1020,1944,VIIC/41,,0,0,0,0,0,0,0,0,0,0,Sunk,9 January 1945,Struck a mine,https://en.wikipedia.org/wiki/German_submarine_U-1020,1944-05-17,1,,"{'31st U-boat Flotilla': ['17 May ', ' 13 November 1944'], '11th U-boat Flotilla': ['14 November 1944 ', ' 9 January 1945']}"
U-1021,1944,VIIC/41,,0,0,0,0,0,0,0,0,0,0,Sunk,14 March 1945,HMS Apollo minefield,https://en.wikipedia.org/wiki/German_submarine_U-1021,1944-05-25,1,,"{'31st U-boat Flotilla': ['25 May ', ' 30 November 1944'], '11th U-boat Flotilla': ['1 December 1944 ', ' 14 March 1945']}"
U-1022,1944,VIIC/41,,1,328,0,0,1,"1,392",0,0,0,0,Surrendered,9 May 1945,Operation Deadlight,https://en.wikipedia.org/wiki/German_submarine_U-1022,1944-06-07,1,,"{'31st U-boat Flotilla[1]': ['7 June 1944 ', ' 31 January 1945'], '11th U-boat Flotilla[1]': ['1 February ', ' 8 May 1945']}"
U-1023,1944,VIIC/41,Heinrich Schroeteler,1,335,0,0,0,0,1,"7,345",0,0,Surrendered,10 May 1945,Operation Deadlight,https://en.wikipedia.org/wiki/German_submarine_U-1023,1944-06-15,1,,"{'31st U-boat Flotilla[1]': ['15 June 1944 ', ' 28 February 1945'], '11th U-boat Flotilla[1]': ['1 March ', ' 8 May 1945']}"
U-1024,1944,VIIC/41,,0,0,0,0,0,0,1,"7,200",1,"7,176",Captured,12 April 1945,HMS Loch Glendhu & HMS Loch More,https://en.wikipedia.org/wiki/German_submarine_U-1024,1944-06-28,1,,"{'31st U-boat Flotilla': ['28 June 1944 ', ' 31 January 1945'], '11th U-boat Flotilla': ['1 February ', ' 12 April 1945']}"
U-1025,1944,VIIC/41,,0,0,0,0,0,0,0,0,0,0,Scuttled,5 May 1945,,https://en.wikipedia.org/wiki/German_submarine_U-1025,1945-04-12,0,,"{'4th U-boat Flotilla': ['12 April ', ' 5 May 1945']}"
U-1051,1944,VIIC,,1,"1,300",0,0,1,"1,152",0,0,0,0,Sunk,26 January 1945,"HMS Aylmer, HMS Calder, HMS Bentinck, HMS Manners",https://en.wikipedia.org/wiki/German_submarine_U-1051,1944-03-04,1,"{'Busch, Rainer; Röll, Hans-Joachim': ['1999'], 'Gröner, Erich; Jung, Dieter; Maass, Martin': ['1991'], 'Sharpe, Peter': ['1998']}","{'5th U-boat Flotilla': ['4 March ', ' 31 December 1944'], '11th U-boat Flotilla': ['1 ', ' 26 January 1945']}"
U-1052,1944,VIIC,,0,0,0,0,0,0,0,0,0,0,Surrendered,9 May 1945,Operation Deadlight,https://en.wikipedia.org/wiki/German_submarine_U-1052,1944-01-20,0,,"{'5th U-boat Flotilla': ['20 January ', ' 4 July 1944']}"
U-1053,1944,VIIC,,0,0,0,0,0,0,0,0,0,0,Sunk,15 February 1945,Diving accident,https://en.wikipedia.org/wiki/German_submarine_U-1053,1944-02-12,1,,"{'5th U-boat Flotilla': ['12 February ', ' 31 October 1944'], '11th U-boat Flotilla': ['1 November 1944 ', ' 15 February 1945']}"
U-1054,1944,VIIC,,0,0,0,0,0,0,0,0,0,0,Stricken,16 September 1944,Collision with German ferry,https://en.wikipedia.org/wiki/German_submarine_U-1054,1944-03-25,0,,"{'5th U-boat Flotilla': ['25 March ', ' 16 September 1944']}"
U-1055,1944,VIIC,,0,0,0,0,4,"19,413",0,0,0,0,Missing,23 April 1945,,https://en.wikipedia.org/wiki/German_submarine_U-1055,1944-04-08,2,,"{'5th U-boat Flotilla': ['8 April ', ' 30 November 1944'], '11th U-boat Flotilla': ['1 December 1944 ', ' 23 April 1945']}"
U-1056,1944,VIIC,,0,0,0,0,0,0,0,0,0,0,Scuttled,5 May 1945,,https://en.wikipedia.org/wiki/German_submarine_U-1056,1944-04-29,0,,"{'5th U-boat Flotilla': ['29 April 1944 ', ' 5 May 1945']}"
U-1057,1944,VIIC,,0,0,0,0,0,0,0,0,0,0,Surrendered,9 May 1945,Renamed S-81 Soviet Navy,https://en.wikipedia.org/wiki/German_submarine_U-1057,1944-05-20,1,,"{'5th U-boat Flotilla': ['20 May 1944 ', ' 8 May 1945']}"
U-1058,1944,VIIC,,0,0,0,0,0,0,0,0,0,0,Surrendered,10 May 1945,Renamed S-82 Soviet Navy,https://en.wikipedia.org/wiki/German_submarine_U-1058,1944-06-10,2,,"{'5th U-boat Flotilla': ['10 June ', ' 31 December 1944'], '11th U-boat Flotilla': ['1 January ', ' 8 May 1945']}"
U-1059,1943,VIIF,,0,0,0,0,0,0,0,0,0,0,Sunk,19 March 1944,Supply boat. USN aircraft,https://en.wikipedia.org/wiki/German_submarine_U-1059,1943-05-01,1,,"{'5th U-boat Flotilla': ['1 May ', ' 31 December 1943'], '12th U-boat Flotilla': ['1 January ', ' 19 March 1944']}"
U-1060,1943,VIIF,,0,0,0,0,0,0,0,0,0,0,Grounded,27 October 1944,Supply boat. RAF & Czech aircraft,https://en.wikipedia.org/wiki/German_submarine_U-1060,1943-05-15,6,,"{'5th U-boat Flotilla': ['15 May 1943 ', ' 27 October 1944']}"
